amt,gender,city_pop,is_fraud,age,trans_month,trans_year,latitudinal_distance,longitudinal_distance,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
6.93,1,9506,0,2099865600000000000,10,2019,0.723,0.394,False,False,False,False,False,False,False,False,True,False,False,False,False
47.4,1,1302,0,1355875200000000000,10,2019,0.418,0.437,False,False,True,False,False,False,False,False,False,False,False,False,False
9.31,0,2328,0,2459635200000000000,12,2019,0.478,0.776,False,False,False,False,False,False,False,False,True,False,False,False,False
51.38,0,4993,0,2242598400000000000,12,2019,0.93,0.942,True,False,False,False,False,False,False,False,False,False,False,False,False
5.85,0,50489,0,1121644800000000000,9,2019,0.906,0.576,False,False,False,False,False,False,False,False,False,False,False,True,False
156.01,1,18182,0,1383782400000000000,5,2019,0.517,0.148,False,False,False,False,True,False,False,False,False,False,False,False,False
62.16,1,172817,0,1158364800000000000,4,2019,0.253,0.421,False,True,False,False,False,False,False,False,False,False,False,False,False
89.25,0,1304,0,1537142400000000000,2,2019,0.545,0.449,False,True,False,False,False,False,False,False,False,False,False,False,False
137.7,0,413574,0,1517356800000000000,10,2019,0.78,0.47,False,False,False,False,False,False,True,False,False,False,False,False,False
22.74,1,276896,0,688348800000000000,1,2019,0.084,0.323,False,False,False,False,False,False,False,False,False,False,False,False,False
69.83,0,1423,0,675561600000000000,3,2020,0.411,0.08,False,True,False,False,False,False,False,False,False,False,False,False,False
24.37,0,11256,0,1469404800000000000,5,2019,0.584,0.79,False,False,False,False,False,True,False,False,False,False,False,False,False
82.67,1,5211,0,1008288000000000000,1,2019,0.106,0.204,False,True,False,False,False,False,False,False,False,False,False,False,False
53.09,1,3766,0,1113350400000000000,5,2019,0.129,0.442,False,False,True,False,False,False,False,False,False,False,False,False,False
1.8,0,276002,0,2703715200000000000,2,2020,0.894,0.891,False,False,False,False,False,False,False,False,False,False,True,False,False
63.15,0,520,0,861408000000000000,1,2019,0.935,0.685,False,True,False,False,False,False,False,False,False,False,False,False,False
12.12,1,92608,0,580176000000000000,12,2019,0.325,0.675,False,False,True,False,False,False,False,False,False,False,False,False,False
35.91,1,817312,0,473212800000000000,3,2019,0.64,0.452,False,False,False,False,False,False,True,False,False,False,False,False,False
2.75,1,899,0,1624147200000000000,2,2019,0.407,0.677,False,False,False,False,False,False,False,False,False,False,False,False,True
7.73,1,2317,0,1718236800000000000,2,2019,0.555,0.153,False,False,False,False,False,False,False,False,False,False,True,False,False
75.6,0,22305,0,2523830400000000000,2,2019,0.225,0.582,False,False,False,False,False,False,True,False,False,False,False,False,False
74.67,1,124967,0,1223942400000000000,10,2019,0.078,0.382,False,True,False,False,False,False,False,False,False,False,False,False,False
87.92,0,1679,0,1055808000000000000,10,2019,0.467,0.154,False,False,False,False,False,False,True,False,False,False,False,False,False
6.81,1,298,0,1775692800000000000,7,2019,0.581,0.695,False,False,False,False,False,False,False,False,False,False,False,False,False
63.39,1,75830,0,1423785600000000000,2,2020,0.391,0.807,False,False,False,True,False,False,False,False,False,False,False,False,False
37.49,1,2142,0,1367452800000000000,10,2019,0.746,0.983,False,False,False,False,False,False,False,False,True,False,False,False,False
28.6,1,30770,0,830649600000000000,8,2019,0.217,0.344,False,False,False,False,False,False,True,False,False,False,False,False,False
10.62,1,30770,0,839030400000000000,11,2019,0.232,0.86,False,False,False,False,False,False,False,False,False,False,False,False,False
72.24,1,14742,0,846201600000000000,12,2019,0.338,0.191,False,False,False,False,False,False,True,False,False,False,False,False,False
19.52,0,3285,0,993772800000000000,10,2019,0.086,0.345,False,False,False,False,False,False,False,False,False,True,False,False,False
15.27,0,459921,0,1883260800000000000,2,2020,0.325,0.285,False,False,False,False,False,True,False,False,False,False,False,False,False
93.6,0,5875,0,851731200000000000,7,2019,0.316,0.313,False,False,False,False,False,False,False,False,False,False,True,False,False
63.42,0,2435,0,1649980800000000000,7,2019,0.242,0.224,False,False,False,False,False,True,False,False,False,False,False,False,False
116.35,0,743,0,1509235200000000000,3,2020,0.03,0.183,False,False,False,True,False,False,False,False,False,False,False,False,False
106.84,0,46563,0,1550707200000000000,11,2019,0.851,0.577,False,False,False,False,False,False,False,False,False,True,False,False,False
23.49,0,1190,0,2247782400000000000,9,2019,0.5,0.612,False,False,False,False,False,False,False,False,False,False,False,False,False
1.08,1,321490,0,874627200000000000,6,2019,0.542,0.335,False,False,False,False,False,False,False,True,False,False,False,False,False
37.02,1,3684,0,1384041600000000000,11,2019,0.743,0.098,False,False,True,False,False,False,False,False,False,False,False,False,False
67.67,0,16183,0,1318032000000000000,5,2019,0.522,0.299,False,False,True,False,False,False,False,False,False,False,False,False,False
29.43,0,2691,0,819331200000000000,8,2019,0.281,0.52,True,False,False,False,False,False,False,False,False,False,False,False,False
75.58,0,5161,0,837820800000000000,10,2019,0.389,0.211,False,False,False,False,False,False,False,False,False,False,False,True,False
58.45,1,27020,0,1046563200000000000,9,2019,0.518,0.011,False,False,False,False,True,False,False,False,False,False,False,False,False
138.09,0,4508,0,2220566400000000000,9,2019,0.332,0.126,True,False,False,False,False,False,False,False,False,False,False,False,False
2.79,1,276896,0,725587200000000000,3,2020,0.926,0.046,False,False,False,False,False,True,False,False,False,False,False,False,False
10.08,0,6951,0,1066694400000000000,4,2019,0.229,0.249,False,False,False,False,False,False,True,False,False,False,False,False,False
32.05,1,1506,0,1886544000000000000,1,2020,0.301,0.566,False,False,False,False,False,False,False,False,False,False,False,True,False
11.98,0,522,0,2311113600000000000,6,2019,0.696,0.31,False,False,False,False,False,False,True,False,False,False,False,False,False
1.34,1,21635,0,577497600000000000,10,2019,0.624,0.776,False,False,False,False,False,False,True,False,False,False,False,False,False
107.26,0,106,0,1137715200000000000,8,2019,0.701,0.779,False,False,False,True,False,False,False,False,False,False,False,False,False
38.15,0,2906700,0,1100736000000000000,11,2019,0.457,0.876,True,False,False,False,False,False,False,False,False,False,False,False,False
82.82,1,214703,0,769824000000000000,2,2019,0.901,0.423,False,True,False,False,False,False,False,False,False,False,False,False,False
86.77,1,140,0,937440000000000000,7,2019,0.052,0.35,False,False,False,False,False,False,False,False,False,False,True,False,False
40.31,1,2290,0,2327443200000000000,9,2019,0.474,0.02,False,True,False,False,False,False,False,False,False,False,False,False,False
113.7,0,976,0,647481600000000000,12,2019,0.347,0.293,False,False,False,False,False,False,False,False,False,False,False,True,False
12.61,1,18408,0,1483660800000000000,7,2019,0.614,0.942,False,False,False,False,False,False,False,False,True,False,False,False,False
32.13,0,2135,0,481420800000000000,8,2019,0.758,0.923,False,False,False,False,True,False,False,False,False,False,False,False,False
5.64,1,370,0,1809388800000000000,6,2019,0.249,0.88,False,False,False,False,False,False,False,False,True,False,False,False,False
55.01,0,1493,0,1078099200000000000,5,2019,0.024,0.532,False,False,True,False,False,False,False,False,False,False,False,False,False
141.04,1,13835,0,1652659200000000000,10,2019,0.102,0.01,False,False,False,True,False,False,False,False,False,False,False,False,False
3.3,0,1789,0,1168646400000000000,2,2019,0.389,0.655,False,False,False,False,False,False,False,False,False,False,True,False,False
38.51,0,2307,0,1563926400000000000,4,2019,0.078,0.927,False,False,False,False,True,False,False,False,False,False,False,False,False
79.3,0,3487,0,1885939200000000000,10,2019,0.858,0.992,False,True,False,False,False,False,False,False,False,False,False,False,False
12.98,0,1312922,0,1190160000000000000,7,2019,0.783,0.517,True,False,False,False,False,False,False,False,False,False,False,False,False
15.01,0,331,0,2176156800000000000,8,2019,0.679,0.635,False,False,False,False,False,True,False,False,False,False,False,False,False
50.91,1,1700,0,547948800000000000,5,2019,0.522,0.594,False,False,False,False,False,False,False,False,False,True,False,False,False
105.45,1,2395,0,801446400000000000,4,2019,0.714,0.842,False,False,False,True,False,False,False,False,False,False,False,False,False
162.65,0,5875,0,865382400000000000,12,2019,0.628,0.869,True,False,False,False,False,False,False,False,False,False,False,False,False
90.08,0,509,0,1218844800000000000,5,2019,0.261,0.453,False,False,False,True,False,False,False,False,False,False,False,False,False
59.17,0,87124,0,1039824000000000000,1,2020,0.011,0.35,False,False,True,False,False,False,False,False,False,False,False,False,False
31.09,1,7163,0,1167004800000000000,1,2019,0.942,0.997,True,False,False,False,False,False,False,False,False,False,False,False,False
202.43,0,16183,0,1308528000000000000,1,2019,0.784,0.53,False,False,False,True,False,False,False,False,False,False,False,False,False
174.19,0,14871,0,1414368000000000000,1,2019,0.256,0.456,False,False,False,False,False,False,False,False,False,True,False,False,False
185.15,1,2870,0,633225600000000000,3,2019,0.532,0.565,False,False,False,False,False,False,True,False,False,False,False,False,False
43.22,1,4138,0,1596153600000000000,12,2019,0.913,0.59,False,False,False,False,False,False,False,False,False,False,False,True,False
58.82,1,153,0,1811808000000000000,7,2019,0.406,0.27,False,False,False,False,False,False,False,False,False,False,False,True,False
4.82,0,3684,0,1185580800000000000,6,2019,0.259,0.14,False,False,False,False,False,False,False,False,False,False,False,True,False
76.82,1,17867,0,652838400000000000,4,2019,0.028,0.09,False,True,False,False,False,False,False,False,False,False,False,False,False
14.09,0,5908,0,1802908800000000000,5,2019,0.665,0.592,False,False,False,False,False,False,False,False,False,True,False,False,False
56.08,0,3688,0,1018483200000000000,2,2020,0.031,0.812,False,False,False,False,False,False,False,False,False,False,False,False,False
7.82,0,2607,0,742780800000000000,6,2019,0.593,0.09,False,False,False,False,True,False,False,False,False,False,False,False,False
8.3,1,7268,0,980294400000000000,8,2019,0.357,0.726,False,False,False,False,False,False,False,True,False,False,False,False,False
7.62,1,2274,0,2388441600000000000,8,2019,0.579,0.337,False,False,False,False,False,False,False,False,False,False,False,False,True
52.91,0,144160,0,1118188800000000000,10,2019,0.006,0.782,False,True,False,False,False,False,False,False,False,False,False,False,False
4.17,0,3508,0,2304288000000000000,8,2019,0.433,0.77,False,False,False,False,False,False,False,False,False,False,False,False,True
19.58,0,2303,0,1000252800000000000,4,2019,0.181,0.411,False,False,False,False,False,False,False,False,False,True,False,False,False
52.43,0,10076,0,1298160000000000000,2,2019,0.658,0.092,False,False,False,False,True,False,False,False,False,False,False,False,False
9.76,0,1745,0,1441238400000000000,8,2019,0.703,0.638,False,False,False,False,False,False,False,False,False,False,False,True,False
9.67,0,276002,0,2702246400000000000,2,2020,0.437,0.216,False,False,False,False,False,False,False,False,True,False,False,False,False
60.59,0,136,0,614217600000000000,8,2019,0.86,0.034,False,True,False,False,False,False,False,False,False,False,False,False,False
63.64,1,1892,0,2019772800000000000,3,2020,0.663,0.791,False,True,False,False,False,False,False,False,False,False,False,False,False
538.8,1,158701,0,1318204800000000000,12,2019,0.761,0.845,False,False,False,False,False,False,False,False,False,False,False,True,False
178.96,0,50489,0,1119744000000000000,8,2019,0.829,0.99,False,False,False,True,False,False,False,False,False,False,False,False,False
21.87,0,270712,0,1489968000000000000,3,2019,0.146,0.918,True,False,False,False,False,False,False,False,False,False,False,False,False
2.38,1,140,0,2464387200000000000,2,2020,0.569,0.906,False,False,False,False,True,False,False,False,False,False,False,False,False
50.27,1,757530,0,1265760000000000000,6,2019,0.086,0.165,False,True,False,False,False,False,False,False,False,False,False,False,False
402.79,1,632,0,942969600000000000,2,2019,0.707,0.139,False,False,False,False,False,False,False,False,False,False,False,False,True
70.48,1,1383,0,1661990400000000000,4,2019,0.708,0.584,False,True,False,False,False,False,False,False,False,False,False,False,False
54.12,1,741,0,1053561600000000000,1,2020,0.805,0.236,False,False,False,False,False,False,True,False,False,False,False,False,False
403.94,0,1368,0,1530921600000000000,2,2020,0.24,0.636,False,False,False,False,False,False,False,True,False,False,False,False,False
67.35,1,3451,0,1105660800000000000,6,2019,0.188,0.941,False,False,False,False,False,False,False,False,True,False,False,False,False
34.68,0,836,0,1187740800000000000,4,2019,0.595,0.152,False,False,False,False,False,False,True,False,False,False,False,False,False
66.19,0,42384,0,854409600000000000,1,2020,0.01,0.451,False,False,False,False,False,False,False,False,False,False,True,False,False
18.4,0,13061,0,1899072000000000000,8,2019,0.263,0.698,False,False,False,False,False,False,False,False,False,False,False,False,False
43.61,0,1190,0,2261347200000000000,2,2020,0.351,0.714,False,True,False,False,False,False,False,False,False,False,False,False,False
20.04,0,2566,0,1924128000000000000,6,2019,0.02,0.983,False,False,False,False,False,False,False,False,False,True,False,False,False
111.24,0,67082,0,1768435200000000000,2,2019,0.303,0.019,False,False,False,False,False,False,True,False,False,False,False,False,False
244.79,0,910148,0,1371772800000000000,5,2019,0.794,0.815,False,False,False,False,False,False,False,True,False,False,False,False,False
46.27,0,1089,0,1522022400000000000,1,2020,0.999,0.374,True,False,False,False,False,False,False,False,False,False,False,False,False
48.0,0,165,0,2340144000000000000,11,2019,0.446,0.704,False,False,False,False,False,False,True,False,False,False,False,False,False
4.76,0,5760,0,1284249600000000000,6,2019,0.427,0.096,False,False,False,False,False,False,True,False,False,False,False,False,False
97.18,1,177,0,1416700800000000000,4,2019,0.919,0.584,False,False,False,True,False,False,False,False,False,False,False,False,False
48.64,0,92043,0,1836345600000000000,7,2019,0.327,0.716,False,False,False,False,False,False,False,False,False,False,False,False,False
94.41,0,328,0,1131235200000000000,5,2019,0.181,0.553,False,False,False,True,False,False,False,False,False,False,False,False,False
30.56,1,5512,0,1238976000000000000,6,2019,0.345,0.185,False,False,False,False,False,False,False,False,False,False,False,False,False
82.04,1,7268,0,963964800000000000,2,2019,0.238,0.467,False,True,False,False,False,False,False,False,False,False,False,False,False
57.55,0,1643,0,1367971200000000000,8,2019,0.332,0.811,False,True,False,False,False,False,False,False,False,False,False,False,False
6.41,0,54287,0,1470441600000000000,4,2019,0.329,0.217,False,False,False,False,False,False,False,False,True,False,False,False,False
16.31,1,8019,0,2857507200000000000,1,2019,0.56,0.483,False,False,False,False,False,False,False,False,False,True,False,False,False
20.38,0,571,0,2793744000000000000,9,2019,0.338,0.432,False,False,False,False,False,True,False,False,False,False,False,False,False
59.11,1,276002,0,1276819200000000000,6,2019,0.51,0.629,False,False,False,False,False,False,False,False,False,False,False,False,False
1.45,0,163415,0,465350400000000000,9,2019,0.053,0.194,False,False,False,False,False,False,False,False,False,False,False,True,False
46.41,0,1190,0,2243203200000000000,7,2019,0.856,0.788,False,True,False,False,False,False,False,False,False,False,False,False,False
157.89,1,564,0,731289600000000000,6,2019,0.68,0.756,False,False,False,False,False,False,False,False,True,False,False,False,False
120.26,0,1606,0,1669852800000000000,4,2019,0.94,0.517,False,False,False,True,False,False,False,False,False,False,False,False,False
44.62,0,19685,0,1098489600000000000,10,2019,0.193,0.415,False,False,True,False,False,False,False,False,False,False,False,False,False
2.05,0,2303,0,1012953600000000000,9,2019,0.605,0.082,False,False,False,False,False,False,False,False,False,True,False,False,False
5.49,0,320420,0,1401062400000000000,12,2019,0.358,0.206,False,False,False,False,False,False,False,True,False,False,False,False,False
145.43,0,320,0,1829606400000000000,4,2019,0.533,0.261,False,False,False,True,False,False,False,False,False,False,False,False,False
9.3,0,1166,0,1151366400000000000,12,2019,0.153,0.971,False,False,False,False,False,False,False,False,False,False,True,False,False
124.68,1,1970,0,2213308800000000000,7,2019,0.172,0.108,False,False,False,False,False,True,False,False,False,False,False,False,False
11.96,1,2092,0,1810771200000000000,9,2019,0.531,0.348,False,False,False,False,False,True,False,False,False,False,False,False,False
75.66,0,459921,0,1875916800000000000,11,2019,0.653,0.399,False,False,False,False,False,False,True,False,False,False,False,False,False
136.44,1,254282,0,2135462400000000000,9,2019,0.815,0.476,True,False,False,False,False,False,False,False,False,False,False,False,False
122.55,1,4081,0,2560204800000000000,5,2019,0.319,0.282,False,False,False,False,False,False,False,False,False,False,False,False,False
10.86,0,581,0,1665705600000000000,11,2019,0.89,0.879,False,False,False,False,False,False,False,False,False,False,False,True,False
5.1,0,313,0,1363392000000000000,6,2019,0.073,0.265,False,False,False,False,False,False,False,False,False,False,True,False,False
9.06,1,1939,0,1657497600000000000,7,2019,0.208,0.817,False,False,False,False,False,False,False,False,False,False,False,False,True
105.14,0,42817,0,1158883200000000000,2,2019,0.931,0.362,True,False,False,False,False,False,False,False,False,False,False,False,False
128.99,1,1700,0,570672000000000000,1,2020,0.243,0.829,False,False,False,False,False,False,False,True,False,False,False,False,False
38.78,1,5548,0,1397260800000000000,12,2019,0.898,0.684,False,False,False,True,False,False,False,False,False,False,False,False,False
87.09,1,24840,0,1864166400000000000,2,2019,0.623,0.184,True,False,False,False,False,False,False,False,False,False,False,False,False
10.88,1,95035,0,1026518400000000000,12,2019,0.713,0.866,False,False,False,False,False,False,False,False,False,True,False,False,False
15.01,0,1490,0,903657600000000000,12,2019,0.346,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False
3.02,1,409656,0,1045180800000000000,2,2019,0.612,0.07,False,False,False,False,False,False,False,False,False,False,False,True,False
155.35,1,1261,0,1481760000000000000,6,2019,0.371,0.163,False,False,False,False,False,False,False,False,False,False,False,True,False
23.57,0,6841,0,638928000000000000,9,2019,0.413,0.641,False,False,False,False,False,False,False,False,False,False,False,False,False
62.49,0,328,0,1130457600000000000,5,2019,0.117,0.535,False,True,False,False,False,False,False,False,False,False,False,False,False
75.98,0,1760,0,1509148800000000000,11,2019,0.143,0.576,False,True,False,False,False,False,False,False,False,False,False,False,False
35.78,0,12335,0,1011139200000000000,10,2019,0.809,0.639,True,False,False,False,False,False,False,False,False,False,False,False,False
68.41,1,218,0,766627200000000000,12,2019,0.33,0.839,False,True,False,False,False,False,False,False,False,False,False,False,False
51.25,0,2303,0,992736000000000000,1,2019,0.48,0.437,False,True,False,False,False,False,False,False,False,False,False,False,False
58.37,1,35439,0,1090454400000000000,10,2019,0.21,0.564,False,False,False,False,True,False,False,False,False,False,False,False,False
10.89,0,105638,0,1041292800000000000,5,2019,0.934,0.567,False,False,False,False,False,False,False,False,False,True,False,False,False
7.39,1,269,0,1779667200000000000,4,2019,0.487,0.99,False,False,False,False,False,False,False,False,False,False,False,True,False
56.92,0,149,0,1303171200000000000,10,2019,0.719,0.959,False,False,False,False,False,True,False,False,False,False,False,False,False
133.13,0,1675,0,1050192000000000000,8,2019,0.291,0.414,False,False,False,False,True,False,False,False,False,False,False,False,False
4.56,0,1970,0,1087257600000000000,2,2020,0.705,0.565,False,False,False,False,False,False,False,False,False,False,True,False,False
58.16,0,19090,0,2830982400000000000,2,2019,0.984,0.738,False,False,False,False,True,False,False,False,False,False,False,False,False
96.49,0,9587,0,1636329600000000000,1,2020,0.457,0.467,False,False,False,True,False,False,False,False,False,False,False,False,False
100.33,1,111,0,592790400000000000,3,2019,0.243,0.736,False,False,False,False,False,False,False,False,False,False,False,False,False
156.31,1,25459,0,1606694400000000000,1,2020,0.2,0.951,False,False,False,False,False,False,True,False,False,False,False,False,False
77.86,1,824,0,1428710400000000000,2,2020,0.74,0.855,False,False,False,False,True,False,False,False,False,False,False,False,False
29.91,0,320,0,1839888000000000000,8,2019,0.437,0.397,False,False,False,False,False,False,False,False,False,True,False,False,False
52.64,1,1382480,0,922924800000000000,2,2020,0.556,0.394,False,False,False,False,False,False,True,False,False,False,False,False,False
70.43,0,1847,0,961891200000000000,4,2019,0.009,0.475,False,False,False,False,False,False,True,False,False,False,False,False,False
61.29,0,17047,0,2653257600000000000,2,2019,0.621,0.549,False,False,False,True,False,False,False,False,False,False,False,False,False
93.83,1,31515,0,1519430400000000000,12,2019,0.287,0.391,False,False,False,False,False,False,False,False,True,False,False,False,False
68.23,1,116001,0,823305600000000000,6,2019,0.474,0.405,False,False,False,False,True,False,False,False,False,False,False,False,False
63.54,1,653,0,1665273600000000000,3,2019,0.234,0.919,True,False,False,False,False,False,False,False,False,False,False,False,False
80.63,1,276002,0,1293235200000000000,12,2019,0.47,0.53,False,False,False,False,False,True,False,False,False,False,False,False,False
72.42,1,258,0,1822348800000000000,8,2019,0.245,0.013,False,True,False,False,False,False,False,False,False,False,False,False,False
36.2,1,258,0,1836259200000000000,2,2020,0.645,0.163,False,False,False,False,False,True,False,False,False,False,False,False,False
2.8,0,328,0,1134000000000000000,7,2019,0.813,0.955,False,False,False,False,False,False,False,False,False,False,True,False,False
69.77,0,2401,0,1511827200000000000,11,2019,0.955,0.175,False,True,False,False,False,False,False,False,False,False,False,False,False
12.46,0,26551,0,1346716800000000000,9,2019,0.237,0.408,False,False,False,False,False,False,True,False,False,False,False,False,False
8.22,0,1760,0,1495497600000000000,6,2019,0.585,0.575,False,False,False,False,False,False,False,False,False,False,True,False,False
30.29,0,1847,0,983750400000000000,12,2019,0.811,0.558,False,False,False,False,True,False,False,False,False,False,False,False,False
35.82,0,3343,0,905126400000000000,2,2019,0.047,0.589,False,False,False,False,False,False,False,False,False,False,True,False,False
81.64,1,43102,0,2155680000000000000,3,2019,0.686,0.76,False,True,False,False,False,False,False,False,False,False,False,False,False
69.44,0,19090,0,2840313600000000000,6,2019,0.281,0.819,False,False,True,False,False,False,False,False,False,False,False,False,False
28.22,0,1970,0,1076803200000000000,10,2019,0.48,0.487,False,False,False,False,True,False,False,False,False,False,False,False,False
2.24,0,12335,0,1022198400000000000,2,2020,0.031,0.769,False,False,False,False,False,False,False,True,False,False,False,False,False
205.51,0,71485,0,1404432000000000000,1,2019,0.639,0.756,False,False,False,True,False,False,False,False,False,False,False,False,False
104.4,1,965,0,1176076800000000000,5,2019,0.24,0.265,False,False,False,False,False,False,False,True,False,False,False,False,False
37.72,0,1523,0,1104451200000000000,6,2019,0.724,0.586,False,False,False,False,False,True,False,False,False,False,False,False,False
106.95,0,186140,0,1133395200000000000,1,2019,0.61,0.569,False,False,True,False,False,False,False,False,False,False,False,False,False
24.95,1,4653,0,683337600000000000,2,2019,0.29,0.166,False,False,False,False,True,False,False,False,False,False,False,False,False
9.97,0,743,0,1485302400000000000,5,2019,0.103,0.245,False,False,False,False,False,False,False,False,False,False,False,True,False
77.53,1,229,0,1154908800000000000,10,2019,0.971,0.795,False,False,False,False,False,True,False,False,False,False,False,False,False
7.82,0,328,0,1120089600000000000,1,2019,0.348,0.575,False,False,False,False,False,True,False,False,False,False,False,False,False
207.02,1,348,0,2342217600000000000,7,2019,0.283,0.34,False,False,False,False,False,True,False,False,False,False,False,False,False
75.6,1,291,0,894844800000000000,9,2019,0.066,0.62,False,False,False,False,True,False,False,False,False,False,False,False,False
6.85,1,911,0,1552608000000000000,4,2019,0.136,0.567,False,False,False,False,False,False,False,True,False,False,False,False,False
58.79,0,5760,0,1298764800000000000,11,2019,0.156,0.034,False,True,False,False,False,False,False,False,False,False,False,False,False
84.66,1,2501,0,1053648000000000000,10,2019,0.643,0.049,False,False,False,False,False,False,False,False,False,False,False,False,False
33.09,1,1946,0,934934400000000000,2,2020,0.207,0.723,False,False,False,False,False,False,False,False,True,False,False,False,False
18.59,0,1213,0,903052800000000000,12,2019,0.098,0.604,True,False,False,False,False,False,False,False,False,False,False,False,False
98.13,1,1979,0,1544140800000000000,2,2019,0.406,0.095,False,True,False,False,False,False,False,False,False,False,False,False,False
105.21,0,4090,0,1343952000000000000,10,2019,0.249,0.039,True,False,False,False,False,False,False,False,False,False,False,False,False
50.13,0,601723,0,1036195200000000000,1,2019,0.361,0.454,False,False,False,False,False,False,False,False,False,True,False,False,False
58.98,0,8874,0,608688000000000000,11,2019,0.885,0.313,False,True,False,False,False,False,False,False,False,False,False,False,False
32.42,0,46,0,1031529600000000000,12,2019,0.812,0.832,False,False,False,False,False,True,False,False,False,False,False,False,False
6.79,0,165,0,2318630400000000000,3,2019,0.409,0.652,False,False,False,False,False,False,False,True,False,False,False,False,False
64.63,0,1304,0,1538956800000000000,3,2019,0.471,0.99,False,False,False,False,True,False,False,False,False,False,False,False,False
38.64,1,4573,0,1008115200000000000,1,2020,0.566,0.7,False,False,False,True,False,False,False,False,False,False,False,False,False
191.65,1,3402,0,2910470400000000000,1,2020,0.111,0.69,False,False,False,False,False,False,False,False,False,False,False,True,False
29.96,0,888,0,976665600000000000,3,2019,0.42,0.657,False,False,False,False,False,False,False,False,True,False,False,False,False
51.44,0,5989,0,1661472000000000000,12,2019,0.123,0.281,False,True,False,False,False,False,False,False,False,False,False,False,False
66.69,1,1383,0,1667174400000000000,6,2019,0.565,0.615,False,True,False,False,False,False,False,False,False,False,False,False,False
71.2,1,5507,0,1457740800000000000,10,2019,0.662,0.908,False,False,False,False,True,False,False,False,False,False,False,False,False
2.12,0,22305,0,2549491200000000000,12,2019,0.063,0.511,False,False,False,False,False,False,False,False,False,False,False,False,True
57.58,0,276002,0,2674512000000000000,3,2019,0.416,0.379,True,False,False,False,False,False,False,False,False,False,False,False,False
97.94,1,1241364,0,1894665600000000000,8,2019,0.607,0.145,False,False,False,False,False,False,True,False,False,False,False,False,False
93.1,1,47249,0,1235606400000000000,1,2020,0.18,0.333,True,False,False,False,False,False,False,False,False,False,False,False,False
58.46,1,832,0,1005609600000000000,3,2019,0.945,0.281,True,False,False,False,False,False,False,False,False,False,False,False,False
2.21,1,38912,0,1815523200000000000,5,2019,0.075,0.012,False,False,False,False,False,False,False,False,False,False,True,False,False
5.88,0,69,0,894326400000000000,10,2019,0.783,0.702,False,False,False,False,False,False,False,True,False,False,False,False,False
66.47,0,165556,0,679363200000000000,7,2019,0.216,0.591,False,True,False,False,False,False,False,False,False,False,False,False,False
85.7,1,28739,0,604022400000000000,2,2019,0.223,0.766,False,True,False,False,False,False,False,False,False,False,False,False,False
27.13,0,270712,0,1510185600000000000,11,2019,0.201,0.704,False,False,False,False,False,True,False,False,False,False,False,False,False
5.38,0,520,0,885686400000000000,11,2019,0.541,0.675,False,False,False,False,False,False,False,False,True,False,False,False,False
93.45,0,269,0,1699833600000000000,7,2019,0.845,0.495,False,False,False,False,False,False,False,False,False,True,False,False,False
2.37,1,134056,0,1975449600000000000,5,2019,0.903,0.931,False,False,False,False,False,False,False,False,True,False,False,False,False
73.37,1,686,0,1213747200000000000,1,2019,0.147,0.286,False,False,False,False,False,False,False,False,False,False,False,False,False
63.53,0,1533,0,2659910400000000000,7,2019,0.954,0.701,False,False,False,False,False,False,False,False,False,True,False,False,False
23.76,0,84106,0,1515024000000000000,2,2019,0.542,0.406,False,False,False,False,False,False,True,False,False,False,False,False,False
21.34,1,176,0,1749859200000000000,6,2019,0.016,0.09,False,False,False,False,False,False,True,False,False,False,False,False,False
4.86,1,5548,0,1400025600000000000,1,2020,0.576,0.438,False,False,False,False,False,False,False,False,False,False,False,True,False
59.15,0,391389,0,811382400000000000,1,2020,0.436,0.659,False,False,False,False,False,False,True,False,False,False,False,False,False
308.63,0,27971,0,1116633600000000000,12,2019,0.545,0.1,False,False,False,False,False,False,False,False,False,False,True,False,False
10.55,0,355,0,2010182400000000000,3,2019,0.914,0.353,False,False,False,False,False,True,False,False,False,False,False,False,False
48.77,0,513,0,1350604800000000000,3,2019,0.575,0.088,False,False,False,False,False,False,False,False,False,False,False,False,False
37.64,0,34882,0,1531440000000000000,11,2019,0.104,0.792,False,False,False,False,True,False,False,False,False,False,False,False,False
63.44,1,782,0,1183334400000000000,7,2019,0.312,0.815,True,False,False,False,False,False,False,False,False,False,False,False,False
174.78,0,3066,0,2871676800000000000,7,2019,0.335,0.876,True,False,False,False,False,False,False,False,False,False,False,False,False
50.7,0,191096,0,1741564800000000000,6,2019,0.85,0.275,True,False,False,False,False,False,False,False,False,False,False,False,False
3.0,0,94014,0,1083456000000000000,12,2019,0.829,0.63,False,False,False,False,False,False,False,False,False,False,False,True,False
129.04,1,1504,0,821577600000000000,10,2019,0.293,0.347,False,False,False,False,False,False,False,False,False,False,False,True,False
7.84,0,71485,0,1427414400000000000,10,2019,0.029,0.719,False,False,False,False,False,False,False,False,False,False,False,True,False
87.58,1,19054,0,1335484800000000000,1,2019,0.897,0.045,False,False,False,False,False,False,False,False,False,True,False,False,False
