amt,gender,city_pop,age,trans_month,trans_year,latitudinal_distance,longitudinal_distance,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
2.45,1,5901,1499472000000000000,1,2020,0.785,0.271,False,False,False,False,False,False,False,False,False,False,True,False,False
132.01,0,344,1650672000000000000,7,2019,0.946,0.705,False,False,False,True,False,False,False,False,False,False,False,False,False
132.83,1,198,1276905600000000000,4,2019,0.733,0.535,False,False,False,False,False,False,False,False,False,False,False,True,False
294.59,0,630,1904428800000000000,12,2019,0.298,0.804,False,False,False,True,False,False,False,False,False,False,False,False,False
148.29,1,83,1926547200000000000,8,2019,0.74,0.777,False,False,False,False,False,False,False,False,False,True,False,False,False
192.81,0,5875,865036800000000000,12,2019,0.233,0.834,False,False,False,True,False,False,False,False,False,False,False,False,False
404.31,0,606,984700800000000000,11,2019,0.961,0.555,False,False,False,False,False,False,False,True,False,False,False,False,False
4.89,1,3224,705456000000000000,12,2019,0.65,0.162,False,False,False,False,True,False,False,False,False,False,False,False,False
41.67,1,28739,625017600000000000,10,2019,0.941,0.307,True,False,False,False,False,False,False,False,False,False,False,False,False
353.7,0,753116,1531180800000000000,2,2020,0.392,0.556,False,False,False,True,False,False,False,False,False,False,False,False,False
1013.22,1,7163,1193529600000000000,12,2019,0.364,0.151,False,False,False,False,False,False,False,False,False,False,True,False,False
6.76,0,260,2002406400000000000,2,2020,0.592,0.663,False,False,False,False,False,False,True,False,False,False,False,False,False
1051.53,1,1939,1662940800000000000,9,2019,0.384,0.961,False,False,False,False,False,False,False,False,False,False,True,False,False
62.18,0,217,935798400000000000,9,2019,0.356,0.183,False,True,False,False,False,False,False,False,False,False,False,False,False
28.34,0,260,1992902400000000000,10,2019,0.663,0.295,False,False,False,False,False,False,False,False,False,False,True,False,False
7.04,1,28506,2534803200000000000,8,2019,0.191,0.509,False,False,False,False,False,False,False,False,True,False,False,False,False
279.74,1,316665,929145600000000000,2,2020,0.349,0.135,False,False,False,True,False,False,False,False,False,False,False,False,False
319.85,0,1791,1694908800000000000,4,2019,0.26,0.394,False,False,False,True,False,False,False,False,False,False,False,False,False
301.92,1,2971,2267481600000000000,2,2020,0.465,0.233,False,False,False,False,False,False,False,False,True,False,False,False,False
362.28,0,917,776736000000000000,2,2020,0.858,0.28,False,False,False,True,False,False,False,False,False,False,False,False,False
313.29,1,564,729734400000000000,5,2019,0.153,0.094,False,False,False,True,False,False,False,False,False,False,False,False,False
30.28,0,54287,1466121600000000000,3,2019,0.192,0.139,False,False,False,False,False,False,False,False,False,True,False,False,False
3.34,0,2368,948326400000000000,8,2019,0.173,0.485,False,False,False,False,False,False,False,False,False,False,False,True,False
1.59,0,2368,940204800000000000,5,2019,0.858,0.83,False,False,False,False,False,False,False,False,False,False,False,False,False
60.17,1,5507,1462665600000000000,12,2019,0.849,0.262,True,False,False,False,False,False,False,False,False,False,False,False,False
282.4,0,1583,652060800000000000,2,2020,0.867,0.354,False,False,False,True,False,False,False,False,False,False,False,False,False
34.66,1,124967,1219104000000000000,8,2019,0.56,0.171,False,False,False,False,False,False,False,False,True,False,False,False,False
268.73,1,9679,890784000000000000,7,2019,0.259,0.913,False,False,False,True,False,False,False,False,False,False,False,False,False
285.75,1,158701,1296518400000000000,4,2019,0.558,0.005,False,False,False,True,False,False,False,False,False,False,False,False,False
20.49,0,205,1862784000000000000,1,2019,0.894,0.608,False,True,False,False,False,False,False,False,False,False,False,False,False
1061.96,0,69,883958400000000000,6,2019,0.674,0.581,False,False,False,False,False,False,False,False,False,False,True,False,False
62.37,0,1847,966297600000000000,6,2019,0.24,0.528,False,False,False,False,False,True,False,False,False,False,False,False,False
1100.75,1,23045,1759104000000000000,11,2019,0.973,0.817,False,False,False,False,False,False,False,False,False,False,True,False,False
34.93,1,798,2951596800000000000,1,2020,0.484,0.63,False,False,False,False,False,False,False,False,False,False,True,False,False
309.33,1,46944,2431209600000000000,4,2019,0.352,0.357,False,False,False,True,False,False,False,False,False,False,False,False,False
1166.02,1,805,1561766400000000000,12,2019,0.737,0.496,False,False,False,False,False,False,False,False,False,False,True,False,False
21.11,0,493,2482704000000000000,5,2019,0.537,0.092,False,True,False,False,False,False,False,False,False,False,False,False,False
788.49,1,3807,635299200000000000,12,2019,0.739,0.596,False,False,False,False,False,False,False,True,False,False,False,False,False
63.64,1,1892,2019772800000000000,3,2020,0.663,0.791,False,True,False,False,False,False,False,False,False,False,False,False,False
311.17,1,137,929491200000000000,1,2020,0.394,0.266,False,False,False,True,False,False,False,False,False,False,False,False,False
41.59,0,4913,1647820800000000000,1,2019,0.395,0.289,False,False,False,False,False,False,True,False,False,False,False,False,False
39.17,1,79008,1092182400000000000,4,2019,0.565,0.304,False,False,False,True,False,False,False,False,False,False,False,False,False
1053.81,1,2142,1350432000000000000,4,2019,0.995,0.518,False,False,False,False,False,False,False,False,False,False,True,False,False
75.6,0,4074,1376265600000000000,7,2019,0.44,0.539,False,False,False,False,False,False,False,False,True,False,False,False,False
1001.38,1,9815,1407196800000000000,2,2020,0.805,0.057,False,False,False,False,False,False,False,False,False,False,True,False,False
13.55,1,22930,1503273600000000000,7,2019,0.012,0.146,True,False,False,False,False,False,False,False,False,False,False,False,False
127.54,0,269,1706832000000000000,10,2019,0.768,0.317,False,False,False,True,False,False,False,False,False,False,False,False,False
1086.91,0,263,2000505600000000000,10,2019,0.558,0.144,False,False,False,False,False,False,False,False,False,False,True,False,False
59.12,0,6508,1205280000000000000,9,2019,0.265,0.438,False,False,True,False,False,False,False,False,False,False,False,False,False
1113.12,0,630,1904428800000000000,12,2019,0.847,0.032,False,False,False,False,False,False,False,False,False,False,True,False,False
999.18,0,22305,2521065600000000000,1,2019,0.55,0.758,False,False,False,False,False,False,False,False,False,False,True,False,False
49.22,1,470,1701734400000000000,3,2019,0.412,0.955,False,False,False,False,False,False,False,False,False,True,False,False,False
66.34,0,1078,2119910400000000000,9,2019,0.783,0.821,False,False,True,False,False,False,False,False,False,False,False,False,False
302.07,0,2786,1701648000000000000,8,2019,0.798,0.156,False,False,False,True,False,False,False,False,False,False,False,False,False
7.06,0,191096,1753142400000000000,10,2019,0.263,0.26,False,False,False,False,False,False,False,False,True,False,False,False,False
201.66,1,68211,2475878400000000000,10,2019,0.874,0.943,False,False,False,False,False,False,True,False,False,False,False,False,False
20.3,0,2328,2460240000000000000,12,2019,0.909,0.537,False,True,False,False,False,False,False,False,False,False,False,False,False
274.6,0,5760,1301011200000000000,12,2019,0.24,0.93,False,False,False,False,False,True,False,False,False,False,False,False,False
2.45,0,190,1547683200000000000,5,2019,0.705,0.871,False,False,False,False,False,False,False,False,False,False,False,False,True
27.18,1,695,2063664000000000000,12,2019,0.193,0.103,False,False,False,False,False,False,False,False,False,False,False,False,False
974.37,0,2263,1112227200000000000,12,2019,0.161,0.506,False,False,False,False,False,False,False,False,False,False,True,False,False
146.48,1,686,1242604800000000000,12,2019,0.978,0.18,False,False,False,False,False,False,False,False,False,False,False,True,False
269.64,0,837792,1975881600000000000,11,2019,0.585,0.509,False,False,False,True,False,False,False,False,False,False,False,False,False
927.18,1,4299,1586995200000000000,2,2019,0.408,0.387,False,False,False,False,False,False,False,False,False,False,False,True,False
213.04,0,19685,1097452800000000000,10,2019,0.899,0.974,False,False,False,False,False,False,False,False,False,False,False,False,False
73.29,1,1102,950054400000000000,8,2019,0.596,0.99,False,False,False,False,True,False,False,False,False,False,False,False,False
9.05,0,1810,1401753600000000000,5,2019,0.36,0.701,False,True,False,False,False,False,False,False,False,False,False,False,False
136.14,0,217,927072000000000000,6,2019,0.183,0.763,True,False,False,False,False,False,False,False,False,False,False,False,False
142.03,0,248,1615766400000000000,7,2019,0.72,0.397,False,False,False,True,False,False,False,False,False,False,False,False,False
55.31,1,471,1643760000000000000,9,2019,0.357,0.254,False,False,False,False,True,False,False,False,False,False,False,False,False
763.54,1,198,1283385600000000000,6,2019,0.694,0.456,False,False,False,False,False,False,False,True,False,False,False,False,False
21.35,0,1689,697507200000000000,12,2019,0.205,0.376,True,False,False,False,False,False,False,False,False,False,False,False,False
43.98,1,680,1664841600000000000,9,2019,0.768,0.547,False,False,False,False,True,False,False,False,False,False,False,False,False
765.07,1,1536,1210464000000000000,6,2019,0.431,0.662,False,False,False,False,False,False,False,True,False,False,False,False,False
343.31,0,1271,1911513600000000000,3,2019,0.542,0.396,False,False,False,True,False,False,False,False,False,False,False,False,False
912.68,1,680,1668816000000000000,11,2019,0.821,0.985,False,False,False,False,False,False,False,False,False,False,True,False,False
317.71,1,239,1995667200000000000,7,2019,0.061,0.729,False,False,False,True,False,False,False,False,False,False,False,False,False
69.83,0,1423,675561600000000000,3,2020,0.411,0.08,False,True,False,False,False,False,False,False,False,False,False,False,False
11.34,1,254282,2143584000000000000,1,2020,0.727,0.739,False,False,False,False,False,False,False,False,False,True,False,False,False
10.02,0,167,989193600000000000,3,2020,0.278,0.818,False,True,False,False,False,False,False,False,False,False,False,False,False
27.03,1,172817,1173398400000000000,10,2019,0.567,0.613,False,False,True,False,False,False,False,False,False,False,False,False,False
19.97,0,811,1508630400000000000,1,2020,0.042,0.394,False,False,False,False,True,False,False,False,False,False,False,False,False
6.03,1,5507,1449100800000000000,6,2019,0.721,0.768,False,False,False,False,False,False,False,False,False,True,False,False,False
117.97,0,271,1483833600000000000,4,2019,0.863,0.639,False,False,False,True,False,False,False,False,False,False,False,False,False
80.55,0,3495,980035200000000000,3,2019,0.998,0.407,False,False,False,False,False,False,False,False,False,False,True,False,False
7.21,1,5848,1216598400000000000,9,2019,0.973,0.267,False,False,True,False,False,False,False,False,False,False,False,False,False
120.89,1,1628,1640390400000000000,9,2019,0.496,0.33,False,False,False,True,False,False,False,False,False,False,False,False,False
306.63,0,443,2289772800000000000,2,2020,0.392,0.581,False,False,False,True,False,False,False,False,False,False,False,False,False
94.59,0,2206,1025913600000000000,7,2019,0.863,0.815,False,False,False,False,False,True,False,False,False,False,False,False,False
921.25,1,84861,2765059200000000000,10,2019,0.358,0.153,False,False,False,False,False,False,False,True,False,False,False,False,False
16.1,0,50835,1040688000000000000,1,2019,0.942,0.621,False,False,False,False,False,False,True,False,False,False,False,False,False
36.25,0,241,1409529600000000000,6,2019,0.327,0.329,False,True,False,False,False,False,False,False,False,False,False,False,False
50.41,0,46,1012435200000000000,5,2019,0.083,0.199,False,False,False,False,False,False,False,False,False,False,False,True,False
52.25,1,5341,780019200000000000,8,2019,0.363,0.641,False,False,False,True,False,False,False,False,False,False,False,False,False
8.52,0,46563,1555632000000000000,12,2019,0.253,0.939,False,False,False,False,False,False,False,False,True,False,False,False,False
52.33,1,31515,1500249600000000000,5,2019,0.374,0.085,False,False,False,True,False,False,False,False,False,False,False,False,False
520.65,0,551,1542240000000000000,8,2019,0.447,0.71,False,False,False,False,False,False,False,False,False,False,False,True,False
31.26,1,861,1877212800000000000,10,2019,0.255,0.877,False,False,False,False,False,True,False,False,False,False,False,False,False
908.32,0,2786,1701734400000000000,8,2019,0.634,0.629,False,False,False,False,False,False,False,False,False,False,True,False,False
9.95,1,824,1420588800000000000,11,2019,0.319,0.356,False,True,False,False,False,False,False,False,False,False,False,False,False
5.73,1,3766,1129852800000000000,12,2019,0.777,0.307,False,False,False,False,False,False,False,False,False,False,False,False,True
736.81,1,237282,1826755200000000000,8,2019,0.648,0.581,False,False,False,False,False,False,False,True,False,False,False,False,False
279.22,1,214518,1892073600000000000,12,2019,0.959,0.745,False,False,False,True,False,False,False,False,False,False,False,False,False
20.52,0,372,755654400000000000,6,2019,0.584,0.711,False,False,False,False,True,False,False,False,False,False,False,False,False
18.62,1,79008,1092614400000000000,4,2019,0.867,0.412,False,False,False,False,False,False,True,False,False,False,False,False,False
104.78,0,2401,1514073600000000000,12,2019,0.055,0.538,False,False,False,False,False,True,False,False,False,False,False,False,False
20.66,0,647,1014508800000000000,11,2019,0.425,0.984,False,False,False,False,False,False,False,False,False,True,False,False,False
479.13,1,52,906249600000000000,2,2019,0.494,0.631,False,False,False,False,False,False,False,False,False,False,False,False,True
170.4,1,1426,1956009600000000000,2,2019,0.165,0.142,False,False,False,True,False,False,False,False,False,False,False,False,False
768.32,0,581,1641254400000000000,2,2019,0.572,0.587,False,False,False,False,False,False,False,False,False,False,False,True,False
949.43,1,4081,2569622400000000000,8,2019,0.828,0.493,False,False,False,False,False,False,False,False,False,False,False,True,False
848.7,1,899,1656288000000000000,2,2020,0.26,0.62,False,False,False,False,False,False,False,False,False,False,False,True,False
307.56,1,222785,1188432000000000000,4,2019,0.653,0.23,False,False,False,True,False,False,False,False,False,False,False,False,False
70.99,1,1126,1231891200000000000,9,2019,0.813,0.712,False,False,False,False,False,False,False,True,False,False,False,False,False
4.1,0,6508,1188345600000000000,2,2019,0.362,0.002,False,False,False,False,False,False,False,False,False,False,False,True,False
773.75,1,1892,1984089600000000000,1,2019,0.449,0.934,False,False,False,False,False,False,False,True,False,False,False,False,False
3.1,0,217,2883168000000000000,2,2020,0.754,0.15,False,False,False,False,False,False,False,False,False,False,False,False,True
22.04,0,2148,2099174400000000000,11,2019,0.015,0.426,False,True,False,False,False,False,False,False,False,False,False,False,False
284.62,1,122111,1018396800000000000,8,2019,0.735,0.301,False,False,False,True,False,False,False,False,False,False,False,False,False
7.44,0,2368,945820800000000000,7,2019,0.222,0.977,False,False,False,False,False,False,False,True,False,False,False,False,False
664.64,0,641349,1642723200000000000,2,2019,0.681,0.77,False,False,False,False,False,False,False,True,False,False,False,False,False
4.31,0,725,1466812800000000000,5,2019,0.765,0.781,False,False,False,False,False,False,False,False,True,False,False,False,False
499.09,0,144160,1108339200000000000,6,2019,0.746,0.216,False,False,False,False,False,False,False,False,False,False,False,False,False
856.78,1,2317,1723075200000000000,3,2019,0.207,0.427,False,False,False,False,False,False,False,False,False,False,True,False,False
16.64,0,1383,617846400000000000,4,2019,0.734,0.329,False,False,False,False,False,False,False,False,False,True,False,False,False
49.3,1,2290,2310681600000000000,2,2019,0.871,0.346,False,True,False,False,False,False,False,False,False,False,False,False,False
1059.44,1,151815,989452800000000000,5,2019,0.278,0.433,False,False,False,False,False,False,False,False,False,False,True,False,False
312.48,1,4299,1587081600000000000,2,2019,0.441,0.867,False,False,False,True,False,False,False,False,False,False,False,False,False
1008.73,1,5791,1878336000000000000,4,2019,0.133,0.04,False,False,False,False,False,False,False,False,True,False,False,False,False
53.74,1,1087,1781222400000000000,12,2019,0.54,0.092,False,False,False,False,False,False,False,True,False,False,False,False,False
125.35,0,581,1659139200000000000,9,2019,0.114,0.001,False,False,False,True,False,False,False,False,False,False,False,False,False
57.0,1,134056,1972512000000000000,4,2019,0.926,0.587,True,False,False,False,False,False,False,False,False,False,False,False,False
16.63,1,1087,1757462400000000000,3,2019,0.132,0.847,False,False,True,False,False,False,False,False,False,False,False,False,False
26.97,0,601723,1051660800000000000,7,2019,0.786,0.918,False,False,False,False,False,False,False,False,False,False,False,False,False
18.24,0,1271,1911513600000000000,3,2019,0.006,0.494,False,False,True,False,False,False,False,False,False,False,False,False,False
239.92,0,338,965260800000000000,2,2019,0.794,0.572,False,False,False,False,False,True,False,False,False,False,False,False,False
68.1,0,34153,756518400000000000,9,2019,0.785,0.053,False,True,False,False,False,False,False,False,False,False,False,False,False
941.21,1,276002,1277164800000000000,6,2019,0.528,0.045,False,False,False,False,False,False,False,False,False,False,True,False,False
234.28,0,526,2497737600000000000,10,2019,0.922,0.848,False,False,False,False,False,False,False,False,False,False,True,False,False
281.93,0,13717,2215555200000000000,1,2020,0.405,0.725,False,False,False,True,False,False,False,False,False,False,False,False,False
61.36,1,267,469497600000000000,12,2019,0.492,0.258,False,False,False,False,False,False,False,True,False,False,False,False,False
32.78,0,106,1132099200000000000,6,2019,0.932,0.041,False,False,False,False,False,False,False,False,True,False,False,False,False
863.97,1,128,1702080000000000000,1,2020,0.16,0.446,False,False,False,False,False,False,False,False,False,False,True,False,False
207.26,0,5895,1392336000000000000,8,2019,0.581,0.191,False,False,False,False,False,True,False,False,False,False,False,False,False
18.04,0,213,1492732800000000000,6,2019,0.489,0.828,False,False,False,False,True,False,False,False,False,False,False,False,False
715.01,1,566,1422489600000000000,2,2020,0.102,0.791,False,False,False,False,False,False,False,True,False,False,False,False,False
848.32,0,976,617155200000000000,1,2019,0.822,0.722,False,False,False,False,False,False,False,True,False,False,False,False,False
357.62,0,133,2081635200000000000,1,2020,0.404,0.317,False,False,False,True,False,False,False,False,False,False,False,False,False
966.41,1,4354,803520000000000000,8,2019,0.664,0.575,False,False,False,False,False,False,False,False,False,False,True,False,False
1174.44,1,16163,1023840000000000000,8,2019,0.613,0.945,False,False,False,False,False,False,False,False,False,False,True,False,False
109.48,0,79613,1286841600000000000,9,2019,0.434,0.21,True,False,False,False,False,False,False,False,False,False,False,False,False
82.42,1,571,1633392000000000000,6,2019,0.557,0.173,False,True,False,False,False,False,False,False,False,False,False,False,False
1153.61,1,111,615600000000000000,12,2019,0.271,0.422,False,False,False,False,False,False,False,False,False,False,True,False,False
95.94,0,1228,911088000000000000,1,2019,0.237,0.337,True,False,False,False,False,False,False,False,False,False,False,False,False
164.88,1,76383,1101340800000000000,2,2020,0.229,0.946,True,False,False,False,False,False,False,False,False,False,False,False,False
7.88,1,14783,1997136000000000000,2,2019,0.177,0.249,False,False,False,False,False,False,False,False,True,False,False,False,False
288.49,1,601723,908064000000000000,11,2019,0.634,0.693,False,False,False,True,False,False,False,False,False,False,False,False,False
802.05,0,167,989280000000000000,3,2020,0.524,0.566,False,False,False,False,False,False,False,True,False,False,False,False,False
61.51,1,2501,1057363200000000000,12,2019,0.918,0.801,False,True,False,False,False,False,False,False,False,False,False,False,False
5.86,1,14742,839721600000000000,10,2019,0.929,0.602,False,False,False,False,False,False,True,False,False,False,False,False,False
39.32,0,13983,1258243200000000000,6,2019,0.291,0.791,False,False,False,False,False,False,False,True,False,False,False,False,False
205.51,0,71485,1404432000000000000,1,2019,0.639,0.756,False,False,False,True,False,False,False,False,False,False,False,False,False
32.61,1,349,1274140800000000000,5,2019,0.202,0.125,False,False,False,False,False,False,False,False,True,False,False,False,False
14.76,1,911,1567728000000000000,9,2019,0.183,0.6,False,False,True,False,False,False,False,False,False,False,False,False,False
39.34,1,5341,789868800000000000,12,2019,0.937,0.272,False,False,False,False,False,False,False,False,False,False,False,False,False
230.34,0,5161,820800000000000000,4,2019,0.751,0.491,False,False,False,True,False,False,False,False,False,False,False,False,False
783.23,1,828,890438400000000000,11,2019,0.379,0.944,False,False,False,False,False,False,False,True,False,False,False,False,False
55.79,0,722,898646400000000000,4,2019,0.314,0.57,False,True,False,False,False,False,False,False,False,False,False,False,False
311.83,1,4653,679968000000000000,1,2019,0.662,0.561,False,False,False,True,False,False,False,False,False,False,False,False,False
31.58,0,4993,2229638400000000000,7,2019,0.173,0.035,False,False,False,False,False,False,True,False,False,False,False,False,False
5.7,1,222785,1183593600000000000,2,2019,0.311,0.704,False,False,False,False,False,False,False,False,True,False,False,False,False
42.8,1,168,1293148800000000000,9,2019,0.545,0.163,False,False,False,False,False,False,True,False,False,False,False,False,False
5.7,0,3343,907459200000000000,3,2019,0.583,0.546,False,False,False,False,False,False,False,False,True,False,False,False,False
824.92,0,1352,843264000000000000,6,2019,0.321,0.621,False,False,False,False,False,False,False,False,True,False,False,False,False
19.31,1,4653,710467200000000000,1,2020,0.373,0.615,False,False,False,False,True,False,False,False,False,False,False,False,False
2.03,0,725,1471910400000000000,7,2019,0.811,0.08,False,False,False,False,False,False,False,False,False,False,True,False,False
577.6,0,1749,1471910400000000000,12,2019,0.133,0.276,False,False,False,False,False,False,False,False,False,False,False,False,False
31.15,0,1334,1040774400000000000,12,2019,0.422,0.866,False,False,False,False,False,False,False,False,False,False,False,False,False
68.78,0,2036,1510185600000000000,6,2019,0.326,0.717,False,True,False,False,False,False,False,False,False,False,False,False,False
1.14,1,15269,818899200000000000,6,2019,0.85,0.073,True,False,False,False,False,False,False,False,False,False,False,False,False
72.04,0,4508,2215382400000000000,7,2019,0.984,0.674,False,False,False,False,False,False,True,False,False,False,False,False,False
12.63,0,14228,1514419200000000000,3,2019,0.743,0.192,False,False,False,False,False,False,False,False,False,True,False,False,False
70.44,0,320420,1377388800000000000,3,2019,0.113,0.745,True,False,False,False,False,False,False,False,False,False,False,False,False
59.57,0,59705,1128729600000000000,3,2019,0.39,0.5,False,False,False,False,False,False,False,False,False,True,False,False,False
319.58,1,163415,1385683200000000000,5,2019,0.95,0.547,False,False,False,True,False,False,False,False,False,False,False,False,False
23.42,0,79613,1286928000000000000,9,2019,0.123,0.769,False,False,False,False,False,False,True,False,False,False,False,False,False
18.59,1,276896,719107200000000000,12,2019,0.796,0.416,False,False,False,False,False,True,False,False,False,False,False,False,False
16.21,0,37,1932422400000000000,3,2019,0.128,0.245,False,False,True,False,False,False,False,False,False,False,False,False,False
19.02,0,1810,1401753600000000000,5,2019,0.289,0.221,False,False,False,False,False,False,False,False,False,True,False,False,False
313.68,1,47211,2608588800000000000,10,2019,0.967,0.538,False,False,False,True,False,False,False,False,False,False,False,False,False
44.39,1,206,1653091200000000000,2,2020,0.042,0.255,False,False,False,False,False,True,False,False,False,False,False,False,False
56.36,0,602,1910649600000000000,5,2019,0.107,0.508,False,False,False,False,False,False,False,False,False,True,False,False,False
115.51,0,3458,1077062400000000000,1,2020,0.498,0.397,True,False,False,False,False,False,False,False,False,False,False,False,False
929.73,1,3032,1729641600000000000,5,2019,0.612,0.651,False,False,False,False,False,False,False,False,False,False,True,False,False
5.93,0,760,1060387200000000000,4,2019,0.955,0.067,False,False,False,False,False,False,False,False,False,False,False,True,False
55.99,1,1645,1383350400000000000,12,2019,0.95,0.508,True,False,False,False,False,False,False,False,False,False,False,False,False
742.37,1,1126,1231372800000000000,8,2019,0.976,0.871,False,False,False,False,False,False,False,False,False,False,True,False,False
254.94,1,192805,1773619200000000000,9,2019,0.385,0.803,False,False,False,True,False,False,False,False,False,False,False,False,False
3.51,0,320420,1400803200000000000,12,2019,0.585,0.267,False,False,False,False,False,False,False,False,False,False,False,False,True
72.1,1,123,1463443200000000000,6,2019,0.298,0.177,False,True,False,False,False,False,False,False,False,False,False,False,False
246.13,0,1443,1823558400000000000,12,2019,0.874,0.684,False,False,False,False,True,False,False,False,False,False,False,False,False
776.34,1,471,2485123200000000000,12,2019,0.188,0.494,False,False,False,False,False,False,False,True,False,False,False,False,False
3.41,0,1201,1262131200000000000,12,2019,0.033,0.201,False,False,False,False,False,False,False,False,False,False,True,False,False
57.45,1,5548,1378857600000000000,5,2019,0.498,0.625,False,True,False,False,False,False,False,False,False,False,False,False,False
650.64,1,5662,968112000000000000,12,2019,0.074,0.501,False,False,False,False,False,False,False,True,False,False,False,False,False
6.69,0,27971,1104796800000000000,8,2019,0.267,0.442,False,False,False,False,False,False,False,False,True,False,False,False,False
15.18,0,1523,1101340800000000000,4,2019,0.687,0.969,False,False,False,False,False,True,False,False,False,False,False,False,False
68.51,1,2395,803952000000000000,5,2019,0.0,0.898,False,True,False,False,False,False,False,False,False,False,False,False,False
18.32,0,91,1788480000000000000,7,2019,0.277,0.107,False,True,False,False,False,False,False,False,False,False,False,False,False
322.61,1,16163,1023840000000000000,8,2019,0.117,0.516,False,False,False,True,False,False,False,False,False,False,False,False,False
1313.18,0,1888,634867200000000000,12,2019,0.528,0.002,False,False,False,False,False,False,False,False,False,False,False,True,False
158.19,1,198,1906416000000000000,8,2019,0.912,0.881,False,False,False,True,False,False,False,False,False,False,False,False,False
140.28,1,1261,1499904000000000000,1,2020,0.798,0.776,False,False,False,False,False,False,False,False,False,False,False,True,False
7.6,1,601723,1546128000000000000,7,2019,0.472,0.005,False,False,False,False,False,False,False,False,False,False,False,False,True
83.14,0,5621,1426464000000000000,1,2019,0.871,0.509,False,False,False,False,False,False,False,False,False,True,False,False,False
218.32,0,1089,1492905600000000000,2,2019,0.358,0.382,False,False,False,False,False,True,False,False,False,False,False,False,False
443.31,0,6629,1804204800000000000,10,2019,0.573,0.986,False,False,False,False,False,False,False,False,False,False,False,True,False
753.62,0,3876,1863561600000000000,12,2019,0.461,0.574,False,False,False,False,False,False,False,True,False,False,False,False,False
95.62,1,2304,2002579200000000000,1,2019,0.423,0.155,False,False,False,False,False,False,False,False,False,True,False,False,False
916.87,1,277,1485993600000000000,1,2019,0.144,0.781,False,False,False,False,False,False,False,True,False,False,False,False,False
31.31,0,372,771724800000000000,12,2019,0.342,0.536,True,False,False,False,False,False,False,False,False,False,False,False,False
117.39,0,128354,881020800000000000,12,2019,0.753,0.87,True,False,False,False,False,False,False,False,False,False,False,False,False
702.64,1,276002,1277078400000000000,6,2019,0.662,0.842,False,False,False,False,False,False,False,False,False,False,False,True,False
888.17,1,9051,1169164800000000000,1,2020,0.333,0.882,False,False,False,False,False,False,False,True,False,False,False,False,False
33.99,0,46,1019433600000000000,8,2019,0.302,0.824,False,False,False,False,False,False,False,False,False,False,False,False,False
300.98,1,1666,1602115200000000000,4,2019,0.127,0.013,False,False,False,True,False,False,False,False,False,False,False,False,False
69.89,0,899,770601600000000000,6,2019,0.56,0.011,False,True,False,False,False,False,False,False,False,False,False,False,False
371.98,0,172247,1242432000000000000,3,2019,0.984,0.316,False,False,False,True,False,False,False,False,False,False,False,False,False
776.09,0,254,2106518400000000000,2,2019,0.281,0.133,False,False,False,False,False,False,False,False,False,False,False,True,False
124.99,0,260,1971561600000000000,2,2019,0.388,0.878,False,False,False,True,False,False,False,False,False,False,False,False,False
22.03,1,7163,1192233600000000000,11,2019,0.852,0.173,False,False,False,False,False,False,True,False,False,False,False,False,False
776.64,1,333497,1633132800000000000,12,2019,0.622,0.846,False,False,False,False,False,False,False,True,False,False,False,False,False
741.78,0,121,722476800000000000,2,2019,0.4,0.002,False,False,False,False,False,False,False,True,False,False,False,False,False
77.36,0,478,1869350400000000000,4,2019,0.527,0.194,False,False,False,False,False,False,False,False,False,False,False,False,False
6.04,1,93193,755481600000000000,3,2019,0.453,0.251,False,False,False,False,False,False,False,False,True,False,False,False,False
11.02,1,832,1020902400000000000,9,2019,0.447,0.349,False,True,False,False,False,False,False,False,False,False,False,False,False
213.94,0,9594,671328000000000000,3,2019,0.522,0.095,False,False,False,False,False,False,False,False,False,False,False,False,False
357.5,0,1420,1680652800000000000,2,2019,0.023,0.163,False,False,False,True,False,False,False,False,False,False,False,False,False
369.96,0,878,1396915200000000000,2,2019,0.723,0.962,False,False,False,True,False,False,False,False,False,False,False,False,False
1091.61,1,7322,2254003200000000000,10,2019,0.419,0.767,False,False,False,False,False,False,False,False,False,False,True,False,False
768.15,1,145,2497996800000000000,1,2019,0.132,0.732,False,False,False,False,False,False,False,True,False,False,False,False,False
857.84,0,3699,2254262400000000000,2,2020,0.812,0.518,False,False,False,False,False,False,False,True,False,False,False,False,False
861.36,0,5950,1500681600000000000,1,2019,0.944,0.889,False,False,False,False,False,False,False,True,False,False,False,False,False
14.63,0,1923,1887667200000000000,11,2019,0.159,0.226,False,False,False,False,False,False,False,False,False,True,False,False,False
16.49,0,128354,881020800000000000,12,2019,0.638,0.972,False,False,False,False,False,False,False,False,False,True,False,False,False
1128.77,1,19803,651801600000000000,8,2019,0.151,0.702,False,False,False,False,False,False,False,False,False,False,True,False,False
71.48,0,5908,1827705600000000000,3,2020,0.166,0.048,False,False,True,False,False,False,False,False,False,False,False,False,False
19.17,0,12349,1080777600000000000,10,2019,0.604,0.536,False,False,False,False,False,False,False,False,False,True,False,False,False
1022.11,0,205,1862697600000000000,1,2019,0.798,0.639,False,False,False,False,False,False,False,False,False,False,True,False,False
